date,tenor,tranche,rho_node,tranche_dv01,index_dv01,hedge_ratio,rho_delta_mean,rho_delta_std,rho_delta_cv
2024-11-24,3.0,Mezz_7_10,0.5056389804542204,0.0008289942918238147,0.004158273445992178,0.19936021586623048,-0.01381288685877178,9.863805864019831e-06,0.0007141016910419337
2024-11-24,3.0,Senior_10_15,0.559123749575353,0.0027911283193016168,0.0011497652893655008,2.427563560247939,-0.009863558892731467,1.2821687268840503e-05,0.0012999047715210484
2024-11-24,5.0,Equity_0_3,0.6040513638376108,0.0185421414578002,0.022299023847982546,0.8315225627904674,-0.04814230407412439,1.5761581457348804e-06,3.273956608533069e-05
2024-11-24,5.0,Mezz_3_7,0.6707589242022715,0.014885645433504457,0.013904538032072367,1.0705602299888755,-0.059508225415678885,4.09057828661168e-06,6.873971216647838e-05
2024-11-24,5.0,Mezz_7_10,0.7624896124402684,0.011820234689374765,0.004655721090596199,2.538862285640289,-0.06869779122398027,4.229999403597444e-06,6.15740233889919e-05
2024-11-24,5.0,Senior_10_15,0.822103641242348,0.004287699604810236,0.008055976662424413,0.5322383349010187,-0.07571052631203624,1.0078533499837338e-05,0.00013311931630615386
2024-11-24,7.0,Equity_0_3,0.4990096321076154,0.04170199595532331,0.046843728867401735,0.8902364727062426,-0.09280012837123734,7.366667604247491e-07,7.938208420119741e-06
2024-11-24,7.0,Mezz_3_7,0.5729742413252615,0.033176683950641994,0.045956467819852076,0.7219154457364644,-0.11271324660502503,2.8973052294069083e-06,2.5705099592772616e-05
2024-11-24,7.0,Mezz_7_10,0.6336774686260912,0.02651462918473735,0.03682291121270831,0.7200579289229753,-0.120230209457471,2.9813976737938082e-06,2.4797408964411872e-05
2024-11-24,7.0,Senior_10_15,0.6893228246500884,0.0142201437997036,0.02604174788756186,0.5460518188372243,-0.12010224728917851,5.284958861974686e-06,4.4003829913771086e-05
2024-11-26,1.0,Equity_0_3,0.16658358175258386,0.0020966811754147274,0.0020966812474057517,0.9999999656642972,-0.0002451713709936592,1.685191071097247e-06,0.00687352305559702
2024-11-26,1.0,Mezz_3_7,0.030912727221346324,6.938893903907228e-14,6.938893903907228e-14,inf,0.0,0.0,0.0
2024-11-26,1.0,Mezz_7_10,0.03840475740534326,0.0,0.0,inf,0.0,0.0,0.0
2024-11-26,1.0,Senior_10_15,0.04875966426009184,0.0,0.0,inf,0.0,0.0,0.0
2024-11-26,2.0,Equity_0_3,0.4183035269981923,0.005677096933803805,0.005905731713176654,0.9612859522787451,-0.007488399461165351,4.5503946430000694e-08,6.076591755819518e-06
2024-11-26,2.0,Mezz_3_7,0.40873538870297244,0.0012485056072319978,0.0029621265003332287,0.4214896315506935,-0.004431741633088844,1.6618147607992746e-05,0.0037498006390797194
2024-11-26,2.0,Mezz_7_10,0.386037408100505,0.0005150910756951399,0.00023598272592961766,2.1827490705771697,-0.0022565726108486825,2.4566094852100543e-08,1.0886463273548903e-05
2024-11-26,2.0,Senior_10_15,0.3009273282295626,0.00020892513913350896,0.00021526796373239065,0.9705352134664741,-0.0002544870730742293,3.081193324116353e-05,0.12107464976099686
2024-11-26,3.0,Equity_0_3,0.4571988576433782,0.011068947496778447,0.01240165810337257,0.8925377078221743,-0.01861798059050478,2.1682118869800193e-09,1.1645795184069605e-07
2024-11-26,3.0,Mezz_3_7,0.4899550277079612,0.003957384810682196,0.006650992653428611,0.5950066429019659,-0.014804766511749173,2.790176252871124e-07,1.884647252394571e-05
2024-11-26,3.0,Mezz_7_10,0.5065139169630778,0.0007207103362716349,0.0038743782700134677,0.18601961038490175,-0.013481328543584928,2.88567298525526e-07,2.1404960022492767e-05
2024-11-26,3.0,Senior_10_15,0.5564152688089614,0.0023179900571212997,0.001118545546463512,2.072325140849251,-0.009497780807345209,1.0030176263426017e-05,0.0010560547212954288
2024-11-26,5.0,Equity_0_3,0.49327160415185395,0.023377434269361563,0.026525516159808804,0.8813187320661008,-0.0508237623909856,4.6901698550213036e-07,9.228301161452737e-06
2024-11-26,5.0,Mezz_3_7,0.5704567475824165,0.015090950866714081,0.021405098383775467,0.7050166551980274,-0.05524321403260793,1.1790346782191898e-05,0.00021342615538684105
2024-11-26,5.0,Mezz_7_10,0.6247591043906423,0.011700184019414195,0.014748535456243772,0.7933115836570023,-0.054741001584134384,1.6877469995747043e-06,3.0831496515106966e-05
2024-11-26,5.0,Senior_10_15,0.684485554765087,0.004266937853880659,0.01217152610089034,0.35056720237970285,-0.05515500126653378,0.00015109349090214818,0.0027394340936009853
2024-11-26,7.0,Equity_0_3,0.5011396061256158,0.040144279207787736,0.04696152608327231,0.8548333616033642,-0.09011668887398339,7.526386732712423e-07,8.351823426665296e-06
2024-11-26,7.0,Mezz_3_7,0.5766673378412749,0.032804901120564445,0.0454724980764043,0.7214228931395991,-0.11114010945868574,2.4523741474460236e-05,0.00022065608531343474
2024-11-26,7.0,Mezz_7_10,0.635156064736124,0.02682139735366018,0.036591254186923994,0.7330002195782864,-0.11793796466719679,2.9236388009891545e-06,2.478963249229562e-05
