tranche,dv01_mean,dv01_std,dv01_cv_mean,hedge_ratio_mean,hedge_ratio_std,hedge_ratio_cv_mean,rho_delta_mean,rho_delta_std,rho_delta_cv_mean
Equity_0_3,0.0194892843437852,0.018959884665985683,0.9575151562577333,0.8891764722968347,0.09944979535437212,0.11008338840579678,-0.04159578441890814,0.04375334071961713,1.0353036796680217
Mezz_3_7,0.014496692129467147,0.017848965358756283,1.2118531293436607,inf,,0.23938552972864524,-0.04915545096651052,0.05967014796660558,1.1947891985890973
Mezz_7_10,0.010097634929615105,0.014136886277087292,1.3779706168288588,inf,,0.8232021102846959,-0.052124613331234984,0.06694180769316019,1.2640389232409661
Senior_10_15,0.006540939274514261,0.009786394610930609,1.4726124374235383,inf,,0.7856485681240221,-0.05314754914221019,0.07218861768948996,1.3368766605307905
