date,fit_mean_abs_error,fit_max_abs_error,brent_ratio,no_bracket_count,boundary_hits,mono_violations,surface_roughness,index_mid_ref_bps,index_mid_ref_tenor,index_basis_dispersion_bps
2024-11-19,0.001986719632255183,0.012859029600000009,0.85,3,0,1,0.15871439020111106,54.709999999999994,5.0,5.971000000000002
2024-11-20,0.002138009712045383,0.013821196199961031,0.85,3,0,2,0.18084988174534797,54.834,5.0,6.832249999999998
2024-11-21,0.0019826135335211633,0.012788205001028626,0.85,3,0,1,0.16157594839466788,54.665499999999994,5.0,6.823599999999999
2024-11-26,0.00192352450025701,0.012602353199415939,0.85,3,0,2,0.13184723257322084,51.748000000000005,5.0,6.6732
2024-12-03,0.0018284310646472031,0.012148386599212658,0.85,3,0,1,0.1646221209433099,51.104,5.0,4.863916666666667
