date,curve_label,tenor,k1,k2,rho,status,spread_running,upfront,model_protection_leg,model_premium_leg,residual
2024-11-24,Basis_Adjusted,1.0,0.0,0.03,0.26386420768704877,BRENT,0.053538999999999996,0.044812279999999996,0.00154664200003763,0.028888137620008397,-0.0013443683999999991
2024-11-24,Basis_Adjusted,1.0,0.03,0.07,0.026387901864749763,NO_BRACKET_MINABS,0.005568,-0.00469969,5.744767577144571e-05,0.03928490935275243,2.6696900495320228e-05
2024-11-24,Basis_Adjusted,1.0,0.07,0.1,0.03831320560013668,NO_BRACKET_MINABS,0.0022489999999999997,0.0,-8.673617379884035e-19,0.029472740946527937,-6.628419438874218e-05
2024-11-24,Basis_Adjusted,1.0,0.1,0.15,0.05436927361524304,NO_BRACKET_MINABS,0.000615,0.0,4.336808689942018e-19,0.04912123491087991,-3.020955947019071e-05
2024-11-24,Basis_Adjusted,2.0,0.0,0.03,0.43659266472775077,BRENT,0.06271900000000001,0.10040622,0.003474585863210343,0.055399254822464515,-0.0030121865999998094
2024-11-24,Basis_Adjusted,2.0,0.03,0.07,0.4438772199141195,BRENT,0.009694,-0.00061427,0.0007457158974809351,0.0769255103685883,2.4570799967840184e-05
2024-11-24,Basis_Adjusted,2.0,0.07,0.1,0.4454438050945455,BRENT,0.004309,0.0,0.00024950452041257176,0.057903114507442566,1.734723475976807e-18
2024-11-24,Basis_Adjusted,2.0,0.1,0.15,0.45178564670612226,BRENT,0.0016190000000000002,0.0,0.0001564410544355162,0.09662819914378826,2.172299341275663e-14
2024-11-24,Basis_Adjusted,3.0,0.0,0.03,0.45753244184778896,BRENT,0.072149,0.16661083000000002,0.005706779645378374,0.07909714126846352,-0.004998324900000001
2024-11-24,Basis_Adjusted,3.0,0.03,0.07,0.49234040558672687,BRENT,0.014329,0.012586729999999999,0.0016169485098299725,0.11284447693618617,-0.0005034692001886391
2024-11-24,Basis_Adjusted,3.0,0.07,0.1,0.5056389804788203,BRENT,0.006833,0.0,0.0005820717274394984,0.08518538379035448,6.288372600415926e-18
2024-11-24,Basis_Adjusted,3.0,0.1,0.15,0.5591237496187058,BRENT,0.002977,0.0,0.0004245292362855847,0.1426030353738622,-2.2403086330502475e-14
2024-11-24,Basis_Adjusted,5.0,0.0,0.03,0.6040513638635606,BRENT,0.06901399999999999,0.24047425,0.008384626984444876,0.12149168262156776,-0.0072142275
2024-11-24,Basis_Adjusted,5.0,0.03,0.07,0.6707589242209914,BRENT,0.021463,0.052152979999999995,0.0038322502598191442,0.17855147275841313,-0.0020861191999946766
2024-11-24,Basis_Adjusted,5.0,0.07,0.1,0.7624896124561368,BRENT,0.005668,0.0,0.0007849280836692701,0.13848413614489574,1.0842021724855044e-18
2024-11-24,Basis_Adjusted,5.0,0.1,0.15,0.8221036412563252,BRENT,0.004697,0.0,0.001073541701573609,0.2285590167284663,2.8189256484623115e-18
2024-11-24,Basis_Adjusted,7.0,0.0,0.03,0.49900963210761873,BRENT,0.098686,0.4273435,0.01430946208773774,0.1449999198238629,-0.012820304999999994
2024-11-24,Basis_Adjusted,7.0,0.03,0.07,0.5729742412993907,BRENT,0.032951,0.13534836,0.007682939417978801,0.2331625570427126,-0.005413934399135624
2024-11-24,Basis_Adjusted,7.0,0.07,0.1,0.6336774685693236,BRENT,0.018784,0.0,0.0034286628060120235,0.18253102671957727,1.1148417258799448e-13
2024-11-24,Basis_Adjusted,7.0,0.1,0.15,0.6893228245998424,BRENT,0.010565999999999999,0.0,0.0032245467966696036,0.30518141173814584,2.44354883549569e-13
