date,curve_label,tenor,k1,k2,rho,status,spread_running,upfront,model_protection_leg,model_premium_leg,residual
2024-11-19,Basis_Adjusted,1.0,0.0,0.03,0.2683082807028014,BRENT,0.053759,0.04555922,0.0015521614773691766,0.02887258835486483,-0.0013667766000000018
2024-11-19,Basis_Adjusted,1.0,0.03,0.07,0.02783094170886707,NO_BRACKET_MINABS,0.005502,-0.00482809,6.099424781326945e-05,0.039266032252671966,3.807613835906835e-05
2024-11-19,Basis_Adjusted,1.0,0.07,0.1,0.03893220590496649,NO_BRACKET_MINABS,0.00224,0.0,4.336808689942018e-19,0.029459376341277183,-6.598900300446044e-05
2024-11-19,Basis_Adjusted,1.0,0.1,0.15,0.04930237940419682,NO_BRACKET_MINABS,0.000573,0.0,6.505213034913027e-19,0.0490989605687953,-2.8133704405919058e-05
2024-11-19,Basis_Adjusted,2.0,0.0,0.03,0.4340502227823656,BRENT,0.06322799999999999,0.10188453000000001,0.003498357943200551,0.05532925196432832,-0.0030565359
2024-11-19,Basis_Adjusted,2.0,0.03,0.07,0.4435152921424257,BRENT,0.009656999999999999,-0.00069209,0.0007422629108010661,0.07686268104260567,2.7683599972623252e-05
2024-11-19,Basis_Adjusted,2.0,0.07,0.1,0.44483841040787897,BRENT,0.004321,0.0,0.00024997456990154005,0.0578510923169504,-2.656295322589486e-18
2024-11-19,Basis_Adjusted,2.0,0.1,0.15,0.454583951120908,BRENT,0.00158,0.0,0.0001525420987098739,0.09654563209485728,-5.963111948670274e-19
2024-11-19,Basis_Adjusted,3.0,0.0,0.03,0.47370039072176556,BRENT,0.0722,0.16715797999999998,0.005707752080956189,0.0790547379633821,-0.005014739399999997
2024-11-19,Basis_Adjusted,3.0,0.03,0.07,0.5345153635266292,BRENT,0.014140999999999999,0.012082710000000002,0.001595665564039804,0.11283965518995111,-0.0004833084000012947
2024-11-19,Basis_Adjusted,3.0,0.07,0.1,0.5478772996986464,BRENT,0.006773,0.0,0.0005757025152452857,0.08499963313823763,2.168404344971009e-18
2024-11-19,Basis_Adjusted,3.0,0.1,0.15,0.6313718657287523,BRENT,0.002895,0.0,0.00041261045828197215,0.14252520147909303,-2.168404344971009e-18
2024-11-19,Basis_Adjusted,5.0,0.0,0.03,0.5051909215525453,BRENT,0.08646799999999999,0.30086765,0.010154216197428961,0.11743322612957979,-0.009026029499543543
2024-11-19,Basis_Adjusted,5.0,0.03,0.07,0.5851852588283113,BRENT,0.023114,0.059546270000000005,0.004115226100104173,0.17804041272293675,-0.002381850799573788
2024-11-19,Basis_Adjusted,5.0,0.07,0.1,0.650380619111351,BRENT,0.012182,0.0,0.0016657598762114846,0.13673944148838307,1.951563910473908e-18
2024-11-19,Basis_Adjusted,5.0,0.1,0.15,0.7058248559793082,BRENT,0.006147,0.0,0.001399513900015411,0.2276742964072584,-6.288372600415926e-18
2024-11-19,Basis_Adjusted,7.0,0.0,0.03,0.5082039559597082,BRENT,0.099124,0.42863432,0.014312404706011382,0.14438889376953504,-0.012859029600000009
2024-11-19,Basis_Adjusted,7.0,0.03,0.07,0.5866081531402344,BRENT,0.032837,0.134656,0.007630677615819859,0.2323804737281737,-0.005386239999992181
2024-11-19,Basis_Adjusted,7.0,0.07,0.1,0.6531326827620932,BRENT,0.018755,0.0,0.0034177613976494638,0.1822320126841246,-2.4129309661446996e-13
2024-11-19,Basis_Adjusted,7.0,0.1,0.15,0.7080610486606508,BRENT,0.010479,0.0,0.0031848141763223085,0.3039234828049284,9.463350242322477e-15
