target_tenor,target_tranche,shocked_node_tenor,shocked_node_detachment,base_price,price_up,price_down,corr_sensitivity
10.0,3-7,1.0,0.03,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,1.0,0.03,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,1.0,0.03,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,1.0,0.07,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,1.0,0.07,-0.039269853749267405,-0.03926985374926741,-0.039269853749267405,-3.469446951953614e-16
1.0,7-10,1.0,0.07,-0.029477484966189654,-0.029477484966189647,-0.029477484966189654,3.469446951953614e-16
1.0,10-15,1.0,0.07,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,1.0,0.07,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,1.0,0.07,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,1.0,0.07,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,1.0,0.07,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,1.0,0.07,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,1.0,0.07,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,1.0,0.07,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,1.0,0.07,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,1.0,0.07,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,1.0,0.07,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,1.0,0.07,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,1.0,0.07,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,1.0,0.07,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,1.0,0.07,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,1.0,0.07,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,1.0,0.07,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,1.0,0.07,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,1.0,0.07,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,1.0,0.07,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,1.0,0.07,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,1.0,0.1,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,1.0,0.1,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,1.0,0.1,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,1.0,0.1,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,1.0,0.1,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,1.0,0.1,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,1.0,0.1,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,1.0,0.1,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,1.0,0.1,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,1.0,0.1,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,1.0,0.1,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,1.0,0.1,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,1.0,0.1,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,1.0,0.1,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,1.0,0.1,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,1.0,0.1,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,1.0,0.1,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,1.0,0.1,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,1.0,0.1,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,1.0,0.1,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,1.0,0.1,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,1.0,0.1,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,1.0,0.1,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,1.0,0.1,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,1.0,0.15,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,1.0,0.15,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,1.0,0.15,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,1.0,0.15,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,1.0,0.15,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,1.0,0.15,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,1.0,0.15,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,1.0,0.15,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,1.0,0.15,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,1.0,0.15,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,1.0,0.15,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,1.0,0.15,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,1.0,0.15,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,1.0,0.15,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,1.0,0.15,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,1.0,0.15,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,1.0,0.15,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,1.0,0.15,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,1.0,0.15,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,1.0,0.15,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,1.0,0.15,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,1.0,0.15,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,1.0,0.15,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,1.0,0.15,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,2.0,0.03,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,2.0,0.03,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,2.0,0.03,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,2.0,0.03,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,2.0,0.03,-0.052292060806399004,-0.052367634072733545,-0.052217123480633676,-0.007525529604993433
2.0,3-7,2.0,0.03,-0.0762869777820027,-0.07621140451566816,-0.07636191510776803,0.00752552960499378
2.0,7-10,2.0,0.03,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,2.0,0.03,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,2.0,0.03,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,2.0,0.03,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,2.0,0.03,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,2.0,0.03,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,2.0,0.03,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,2.0,0.03,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,2.0,0.03,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,2.0,0.03,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,2.0,0.03,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,2.0,0.03,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,2.0,0.03,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,2.0,0.03,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,2.0,0.03,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,2.0,0.03,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,2.0,0.03,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,2.0,0.03,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,2.0,0.07,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,2.0,0.07,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,2.0,0.07,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,2.0,0.07,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,2.0,0.07,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,2.0,0.07,-0.0762869777820027,-0.07633666809840843,-0.07623799836710439,-0.004933486565202039
2.0,7-10,2.0,0.07,-0.057703709221323854,-0.057654018904918135,-0.05775268863622216,0.004933486565201345
2.0,10-15,2.0,0.07,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,2.0,0.07,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,2.0,0.07,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,2.0,0.07,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,2.0,0.07,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,2.0,0.07,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,2.0,0.07,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,2.0,0.07,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,2.0,0.07,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,2.0,0.07,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,2.0,0.07,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,2.0,0.07,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,2.0,0.07,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,2.0,0.07,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,2.0,0.07,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,2.0,0.07,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,2.0,0.07,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,2.0,0.1,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,2.0,0.1,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,2.0,0.1,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,2.0,0.1,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,2.0,0.1,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,2.0,0.1,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,2.0,0.1,-0.057703709221323854,-0.05774611614517073,-0.05766193871089127,-0.00420887171397287
2.0,10-15,2.0,0.1,-0.0965058021755051,-0.09646339525165823,-0.0965475726859377,0.004208871713973217
3.0,0-3,2.0,0.1,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,2.0,0.1,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,2.0,0.1,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,2.0,0.1,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,2.0,0.1,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,2.0,0.1,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,2.0,0.1,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,2.0,0.1,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,2.0,0.1,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,2.0,0.1,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,2.0,0.1,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,2.0,0.1,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,2.0,0.1,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,2.0,0.1,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,2.0,0.1,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,2.0,0.1,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,2.0,0.15,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,2.0,0.15,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,2.0,0.15,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,2.0,0.15,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,2.0,0.15,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,2.0,0.15,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,2.0,0.15,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,2.0,0.15,-0.0965058021755051,-0.09652850026067558,-0.09648352803645742,-0.002248611210908108
3.0,0-3,2.0,0.15,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,2.0,0.15,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,2.0,0.15,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,2.0,0.15,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,2.0,0.15,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,2.0,0.15,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,2.0,0.15,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,2.0,0.15,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,2.0,0.15,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,2.0,0.15,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,2.0,0.15,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,2.0,0.15,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,2.0,0.15,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,2.0,0.15,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,2.0,0.15,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,2.0,0.15,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,3.0,0.03,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,3.0,0.03,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,3.0,0.03,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,3.0,0.03,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,3.0,0.03,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,3.0,0.03,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,3.0,0.03,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,3.0,0.03,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,3.0,0.03,-0.07419068481402986,-0.07437503264702776,-0.07400705617103527,-0.018398823799624375
3.0,3-7,3.0,0.03,-0.11149533898597849,-0.11131099115298058,-0.11167896762897309,0.01839882379962507
3.0,7-10,3.0,0.03,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
3.0,10-15,3.0,0.03,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,3.0,0.03,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,3.0,0.03,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,3.0,0.03,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,3.0,0.03,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,3.0,0.03,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,3.0,0.03,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,3.0,0.03,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,3.0,0.03,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,3.0,0.03,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,3.0,0.03,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,3.0,0.03,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,3.0,0.03,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,3.0,0.07,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,3.0,0.07,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,3.0,0.07,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,3.0,0.07,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,3.0,0.07,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,3.0,0.07,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,3.0,0.07,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,3.0,0.07,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,3.0,0.07,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,3.0,0.07,-0.11149533898597849,-0.11164661278465374,-0.11134633328724879,-0.015013974870247554
3.0,7-10,3.0,0.07,-0.08470750874305684,-0.08455623494438161,-0.08485651444178656,0.015013974870247554
3.0,10-15,3.0,0.07,-0.14227235547563033,-0.14227235547563033,-0.14227235547563033,0.0
5.0,0-3,3.0,0.07,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,3.0,0.07,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,3.0,0.07,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,3.0,0.07,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,3.0,0.07,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,3.0,0.07,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,3.0,0.07,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,3.0,0.07,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,3.0,0.07,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,3.0,0.07,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,3.0,0.07,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,3.0,0.07,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,3.0,0.1,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,3.0,0.1,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,3.0,0.1,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,3.0,0.1,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,3.0,0.1,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,3.0,0.1,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,3.0,0.1,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,3.0,0.1,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,3.0,0.1,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,3.0,0.1,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,3.0,0.1,-0.08470750874305684,-0.08484728079957929,-0.0845696797844993,-0.013880050753999756
3.0,10-15,3.0,0.1,-0.14227235547563033,-0.14213258341910787,-0.14241018443418782,0.013880050753997675
5.0,0-3,3.0,0.1,-0.10938075192133094,-0.10938075192133094,-0.10938075192133094,0.0
5.0,3-7,3.0,0.1,-0.17517913600107676,-0.17517913600107676,-0.17517913600107676,0.0
5.0,7-10,3.0,0.1,-0.13532542720855328,-0.13532542720855328,-0.13532542720855328,0.0
5.0,10-15,3.0,0.1,-0.2272437192522402,-0.2272437192522402,-0.2272437192522402,0.0
7.0,0-3,3.0,0.1,-0.13341571041612021,-0.13341571041612021,-0.13341571041612021,0.0
7.0,3-7,3.0,0.1,-0.22728161949106068,-0.22728161949106068,-0.22728161949106068,0.0
7.0,7-10,3.0,0.1,-0.17944106196418458,-0.17944106196418458,-0.17944106196418458,0.0
7.0,10-15,3.0,0.1,-0.3028202942828592,-0.3028202942828592,-0.3028202942828592,0.0
10.0,0-3,3.0,0.1,-0.15905434766820226,-0.15905434766820226,-0.15905434766820226,0.0
10.0,3-7,3.0,0.1,-0.28987545490993655,-0.28987545490993655,-0.28987545490993655,0.0
10.0,7-10,3.0,0.1,-0.23594416190786532,-0.23594416190786532,-0.23594416190786532,0.0
10.0,10-15,3.0,0.1,-0.39961615583901094,-0.39961615583901094,-0.39961615583901094,0.0
1.0,0-3,3.0,0.15,-0.02746443363439337,-0.02746443363439337,-0.02746443363439337,0.0
1.0,3-7,3.0,0.15,-0.039269853749267405,-0.039269853749267405,-0.039269853749267405,0.0
1.0,7-10,3.0,0.15,-0.029477484966189654,-0.029477484966189654,-0.029477484966189654,0.0
1.0,10-15,3.0,0.15,-0.04912914161031613,-0.04912914161031613,-0.04912914161031613,0.0
2.0,0-3,3.0,0.15,-0.052292060806399004,-0.052292060806399004,-0.052292060806399004,0.0
2.0,3-7,3.0,0.15,-0.0762869777820027,-0.0762869777820027,-0.0762869777820027,0.0
2.0,7-10,3.0,0.15,-0.057703709221323854,-0.057703709221323854,-0.057703709221323854,0.0
2.0,10-15,3.0,0.15,-0.0965058021755051,-0.0965058021755051,-0.0965058021755051,0.0
3.0,0-3,3.0,0.15,-0.07419068481402986,-0.07419068481402986,-0.07419068481402986,0.0
3.0,3-7,3.0,0.15,-0.11149533898597849,-0.11149533898597849,-0.11149533898597849,0.0
3.0,7-10,3.0,0.15,-0.08470750874305684,-0.08470750874305684,-0.08470750874305684,0.0
