Tenor,3%,7%,10%,15%
1Y,0.27560370704154913,0.04923155062654401,-0.0103695919669098,0.06486640350668386
2Y,0.07312091175380357,0.16883464663818643,0.248160548378235,0.6361956611005983
3Y,0.05842807699290521,0.12408232305022909,0.12471122011334165,0.20361207252558722
5Y,0.05278098748507979,0.06992874463903714,0.08758628489596776,0.09230395551677217
7Y,0.133941818865328,0.25226237440398835,0.316443306865316,0.3684045871624499
