"Tenor","3%","7%","10%","15%"
"1Y",0.0565502291319566,0.0104933153357442,0.00309518864583721,0.0132162098565914
"2Y",0.0150238538681972,0.0345521526164442,0.0510540041638238,0.130661158783781
"3Y",0.0119637407825142,0.0252860458585729,0.0255123530849931,0.0416013366113696
"5Y",0.0109733225701061,0.0145376897872987,0.0181189881306221,0.0191561863104143
"7Y",0.0273676259712861,0.0514681726014399,0.0644822544022229,0.0751170141924986
