tranche,scenario,pnl_unhedged,pnl_hedged,residual_pnl
10Y|0-3,PC1_dn_1sigma,0.06081152015655725,0.0007709986612490644,0.0007709986612490644
10Y|0-3,PC1_dn_PC2_dn,0.014878791657802794,-0.00016181641090716632,-0.00016181641090716632
10Y|0-3,PC1_up_1sigma,-0.06081152015655725,-0.0007709986612490644,-0.0007709986612490644
10Y|0-3,PC1_up_PC2_up,-0.014878791657802794,0.00016181641090716632,0.00016181641090716632
10Y|0-3,PC1_up_PC3_up,-0.046361278081622256,-0.0008718018642119713,-0.0008718018642119713
10Y|0-3,PC2_dn_1sigma,-0.04593272849875445,-0.0009328150721562289,-0.0009328150721562289
10Y|0-3,PC2_up_1sigma,0.04593272849875445,0.0009328150721562289,0.0009328150721562289
10Y|0-3,PC2_up_PC3_up,0.060382970573689444,0.0008320118691933151,0.0008320118691933151
10Y|0-3,PC3_dn_1sigma,-0.014450242074934993,0.0001008032029629069,0.0001008032029629069
10Y|0-3,PC3_up_1sigma,0.014450242074934993,-0.0001008032029629069,-0.0001008032029629069
10Y|10-15,PC1_dn_1sigma,0.0648114251790566,0.0039473566030433435,0.0039473566030433435
10Y|10-15,PC1_dn_PC2_dn,-0.007958841332533356,0.0024702004864079283,0.0024702004864079283
10Y|10-15,PC1_up_1sigma,-0.0648114251790566,-0.0039473566030433435,-0.0039473566030433435
10Y|10-15,PC1_up_PC2_up,0.007958841332533356,-0.0024702004864079283,-0.0024702004864079283
10Y|10-15,PC1_up_PC3_up,-0.022811026721134078,-0.0047587912508538985,-0.0047587912508538985
10Y|10-15,PC2_dn_1sigma,-0.07277026651158995,-0.001477156116635417,-0.001477156116635417
10Y|10-15,PC2_up_1sigma,0.07277026651158995,0.001477156116635417,0.001477156116635417
10Y|10-15,PC2_up_PC3_up,0.11477066496951246,0.0006657214688248758,0.0006657214688248758
10Y|10-15,PC3_dn_1sigma,-0.04200039845792252,0.000811434647810555,0.000811434647810555
10Y|10-15,PC3_up_1sigma,0.04200039845792252,-0.000811434647810555,-0.000811434647810555
10Y|3-7,PC1_dn_1sigma,0.10259425149504736,0.0010514601987686167,0.0010514601987686167
10Y|3-7,PC1_dn_PC2_dn,0.0034027205431099578,0.0007443582638346799,0.0007443582638346799
10Y|3-7,PC1_up_1sigma,-0.10259425149504736,-0.0010514601987686167,-0.0010514601987686167
10Y|3-7,PC1_up_PC2_up,-0.0034027205431099578,-0.0007443582638346799,-0.0007443582638346799
