tranche,hedge_method,scenario_vol_unhedged,scenario_vol_hedged,scenario_vol_reduction,residual_rmse,residual_mean_abs_pnl,worst_case_abs_residual,worst_case_scenario,hedge_w_T1,hedge_w_T2,hedge_w_T3,near_zero_unhedged_flag,rank_group
3Y|7-10,scenario_opt,0.0031417678029532752,0.0010794263878434911,0.656427064142415,0.001043976902425106,0.0009695899275171917,0.001578837995478032,PC3_up_1sigma,-0.16174009760328997,0.31228501298264605,8.542671341214359e-16,False,top
3Y|10-15,scenario_opt,0.0028078497328332948,0.0013455121304556264,0.5208033696668228,0.0012907934380350578,0.0011062884628211642,0.0022125769256423284,PC1_up_PC2_up,-0.1405562053163901,0.0,0.22763954997938757,False,bottom
1Y|0-3,scenario_opt,0.0005904917170371372,0.00029717168892687555,0.49673859877667714,0.0002899429566123121,0.00026759567799071265,0.0004404693005286647,PC1_up_PC2_up,-0.03155910185493116,-0.08246827598676258,-0.004161747880708166,False,bottom
5Y|7-10,scenario_opt,0.0076729860833809555,0.004649330563205042,0.39406503378455204,0.00452731029519386,0.0037467490211559188,0.007979378625218525,PC2_up_PC3_up,0.8407630130729823,-0.09589241553582442,0.011674264372942647,False,bottom
5Y|10-15,scenario_opt,0.00911543221467182,0.0055862610947001005,0.3871644302605106,0.005440567095127053,0.004782964951271726,0.009595991329784281,PC1_up_PC3_up,0.7940743909648548,-0.18486053708683808,0.2795294041499841,False,bottom
2Y|10-15,scenario_opt,0.0012963382944068205,0.0008782929373477491,0.32248168465189164,0.000838526480369395,0.0006568976979043327,0.0013120685209731327,PC1_up_PC2_up,0.0,-0.12349235686475477,0.048045320231904845,False,bottom
3Y|3-7,scenario_opt,0.006006407150813204,0.0040698376911180905,0.3224172805922626,0.0039863877412662264,0.0036909226671658995,0.005739182484476013,PC1_up_PC3_up,-0.4720239905476408,0.42946620934469903,0.22271978345261464,False,bottom
5Y|3-7,scenario_opt,0.006939647997876085,0.005295876201657218,0.23686673974270045,0.0050551107907608256,0.004740874002001146,0.007245784362383104,PC1_up_PC2_up,0.5694226113944795,-0.03578401417348788,0.110902065805147,False,bottom
2Y|7-10,scenario_opt,0.0015998255925671952,0.0012624664993056835,0.2108724193617637,0.0012021575458858057,0.0011119395722863274,0.0018092801682507143,PC1_up_PC2_up,3.6040526414134654e-16,-0.15336894314299754,0.028829459460804337,False,bottom
3Y|0-3,scenario_opt,0.0030512354660232007,0.0026203690182571675,0.14121048754313248,0.00255654469294361,0.002261696233288801,0.004035112082433029,PC1_up_PC3_up,-0.2904829661478125,-0.14269538557946979,0.006269301690446049,False,bottom
5Y|0-3,scenario_opt,0.013436525849979229,0.012091987608455139,0.10006591410131271,0.011776198000606386,0.010261633858144563,0.01824653355249315,PC3_up_1sigma,0.31641505813094095,-0.18219442657229365,-0.5759341294929955,False,bottom
